frame_idx,nombre_archivo,brisque_orig,brisque_sin_hud,niqe_orig,niqe_sin_hud,sigma_orig,sigma_sin_hud,var_lap_orig,var_lap_sin_hud
111421,frame_111421.png,27.85,30.78,4.589,4.204,2.9652,2.9652,1446.68,477.44
111481,frame_111481.png,30.13,35.35,5.451,4.583,2.9652,2.9652,1449.78,554.22
111541,frame_111541.png,22.64,25.1,3.983,3.781,4.4477,4.4477,1331.31,502.92
111601,frame_111601.png,47.09,44.75,6.322,5.56,2.9652,1.4826,736.63,385.24
111661,frame_111661.png,49.78,48.13,6.496,5.659,2.9652,2.9652,803.14,452.31
111721,frame_111721.png,36.91,37.33,5.429,4.973,2.9652,2.9652,1105.95,360.32
111781,frame_111781.png,41.62,42.49,5.715,5.267,2.9652,2.9652,1019.81,381.91
111841,frame_111841.png,54.9,48.42,6.989,5.898,1.4826,1.4826,504.86,214.63
111901,frame_111901.png,28.05,34.94,4.899,4.602,2.9652,2.9652,864.76,256.42
111961,frame_111961.png,31.16,32.63,4.287,4.187,2.9652,2.9652,1219.3,473.53
112021,frame_112021.png,65.64,59.35,7.244,6.818,1.4826,1.4826,523.92,168.22
112081,frame_112081.png,57.26,60.34,6.431,5.288,1.4826,1.4826,1233.28,643.97
112141,frame_112141.png,60.27,63.61,6.711,6.058,1.4826,1.4826,552.06,203.04
112201,frame_112201.png,29.96,32.12,4.271,4.461,4.4477,2.9652,1700.22,686.75
112261,frame_112261.png,32.19,34.28,4.495,4.517,2.9652,2.9652,1725.95,666.28
112321,frame_112321.png,29.47,31.71,4.672,4.525,2.9652,2.9652,1505.07,538.79
112381,frame_112381.png,34.62,40.44,5.018,4.95,2.9652,2.9652,1668.92,627.49
112441,frame_112441.png,34.61,40.29,5.61,5.158,2.9652,2.9652,1651.82,652.41
112501,frame_112501.png,24.81,27.03,4.59,4.244,4.4477,4.4477,1578.07,664.75
112561,frame_112561.png,29.54,32.68,4.849,4.419,4.4477,2.9652,1518.06,649.93
112621,frame_112621.png,35.8,39.25,5.52,5.055,2.9652,2.9652,1486.28,639.36
112681,frame_112681.png,45.05,44.07,6.071,5.312,2.9652,2.9652,1096.23,540.38
112741,frame_112741.png,52.63,59.49,5.165,5.039,1.4826,1.4826,2028.63,773.96
112801,frame_112801.png,53.58,59.11,4.871,4.912,1.4826,1.4826,1895.19,736.93
112861,frame_112861.png,55.97,57.57,5.2,4.75,1.4826,1.4826,1569.95,726.56
112921,frame_112921.png,45.92,49.55,4.456,4.205,1.4826,1.4826,1966.38,701.24
112981,frame_112981.png,43.51,47.15,4.425,4.18,1.4826,1.4826,1932.4,691.06
113041,frame_113041.png,40.44,44.82,5.508,5.355,2.9652,2.9652,1587.77,559.65
113101,frame_113101.png,48.41,49.93,6.469,5.94,1.4826,1.4826,916.67,373.4
113161,frame_113161.png,29.65,32.68,4.706,4.719,2.9652,2.9652,1243.58,398.03
113221,frame_113221.png,36.56,37.85,5.656,5.226,2.9652,2.9652,1067.73,350.0
113281,frame_113281.png,37.25,42.04,5.909,5.718,2.9652,2.9652,1002.74,326.43
113341,frame_113341.png,49.27,48.55,6.93,6.185,1.4826,1.4826,741.89,303.57
113401,frame_113401.png,30.95,36.13,5.274,4.709,2.9652,2.9652,1062.13,351.04
113461,frame_113461.png,87.05,86.25,16.026,11.726,0.0,0.0,449.69,25.52
113521,frame_113521.png,58.88,60.28,7.263,6.83,1.4826,1.4826,912.87,492.1
113581,frame_113581.png,37.02,43.05,5.489,5.297,2.9652,2.9652,1350.78,496.06
113641,frame_113641.png,31.4,35.38,5.588,5.206,2.9652,2.9652,958.29,257.69
113701,frame_113701.png,50.74,48.96,7.503,6.112,1.4826,1.4826,696.07,349.4
113761,frame_113761.png,27.75,36.21,5.573,5.558,2.9652,2.9652,858.53,215.33
113821,frame_113821.png,27.53,36.33,5.379,5.365,2.9652,2.9652,793.58,191.84
113881,frame_113881.png,42.77,46.48,6.79,5.748,1.4826,1.4826,810.92,247.74
113941,frame_113941.png,31.72,37.63,5.63,5.155,2.9652,2.9652,902.88,233.07
114001,frame_114001.png,92.29,105.02,21.999,29.142,0.0,0.0,480.2,17.62
114061,frame_114061.png,23.05,34.22,6.244,5.604,2.9652,2.9652,804.06,194.61
114121,frame_114121.png,37.85,47.51,5.973,5.738,1.4826,1.4826,741.98,158.46
114181,frame_114181.png,50.65,62.83,8.266,6.759,1.4826,1.4826,441.28,46.07
114241,frame_114241.png,55.37,54.37,7.065,6.524,1.4826,1.4826,521.44,211.48
114301,frame_114301.png,28.94,38.92,5.639,5.017,2.9652,2.9652,793.82,182.52
114361,frame_114361.png,66.55,71.7,8.185,7.694,0.0,0.0,1706.82,712.68
114421,frame_114421.png,43.43,43.29,6.705,6.379,1.4826,1.4826,1475.3,640.45
114481,frame_114481.png,53.18,52.19,7.525,7.292,1.4826,1.4826,1405.93,554.58
114541,frame_114541.png,36.51,38.79,6.001,6.164,1.4826,1.4826,1860.7,800.55
114601,frame_114601.png,57.87,61.97,7.602,8.266,1.4826,1.4826,1497.95,660.76
114661,frame_114661.png,55.33,67.04,8.06,7.887,1.4826,1.4826,721.34,211.21
114721,frame_114721.png,54.98,68.38,9.016,9.353,1.4826,1.4826,1993.8,835.72
114781,frame_114781.png,53.1,68.78,9.171,9.662,1.4826,1.4826,1530.69,558.33
114841,frame_114841.png,50.04,62.56,8.423,8.519,1.4826,1.4826,1228.65,448.23
114901,frame_114901.png,47.74,52.51,7.775,6.998,1.4826,1.4826,1122.53,397.41
114961,frame_114961.png,42.83,48.57,8.312,7.378,1.4826,1.4826,1052.71,360.95
115021,frame_115021.png,41.78,44.99,8.078,7.294,1.4826,1.4826,1262.39,555.99
115081,frame_115081.png,50.18,53.15,8.454,7.613,1.4826,1.4826,1333.46,681.13
115141,frame_115141.png,39.73,37.93,6.421,5.906,1.4826,1.4826,1469.4,759.32
115201,frame_115201.png,44.22,43.11,6.484,5.852,1.4826,1.4826,1446.97,743.71
115261,frame_115261.png,37.23,39.24,6.195,6.112,1.4826,1.4826,1411.0,710.73
115321,frame_115321.png,39.93,42.66,6.771,6.705,1.4826,1.4826,1428.23,722.31
115381,frame_115381.png,42.49,43.68,6.549,6.845,1.4826,1.4826,1508.55,759.96
115441,frame_115441.png,47.63,49.65,6.939,6.761,1.4826,1.4826,1563.71,788.36
115501,frame_115501.png,43.46,44.09,6.8,6.509,1.4826,1.4826,1658.07,829.5
115561,frame_115561.png,50.64,56.26,7.422,6.554,1.4826,1.4826,1498.92,732.02
115621,frame_115621.png,47.49,49.21,5.92,6.417,1.4826,1.4826,1843.2,932.47
115681,frame_115681.png,41.36,45.62,5.948,5.986,1.4826,1.4826,1821.47,861.85
115741,frame_115741.png,42.5,45.76,5.722,6.255,1.4826,1.4826,1754.87,867.06
115801,frame_115801.png,44.81,46.57,5.914,6.238,1.4826,1.4826,1714.36,853.22
115861,frame_115861.png,46.33,47.75,6.122,6.35,1.4826,1.4826,1673.95,842.48
115921,frame_115921.png,48.94,49.0,6.039,6.321,1.4826,1.4826,1652.89,852.15
115981,frame_115981.png,53.57,56.4,6.627,6.211,1.4826,1.4826,1572.54,819.87
116041,frame_116041.png,44.69,44.94,5.711,5.734,1.4826,1.4826,1615.86,863.64
116101,frame_116101.png,52.14,53.46,6.489,6.237,1.4826,1.4826,1553.04,810.51
116161,frame_116161.png,31.65,28.61,5.448,5.041,2.9652,2.9652,1558.63,821.6
116221,frame_116221.png,27.55,28.12,5.828,5.666,2.9652,2.9652,1177.54,436.19
116281,frame_116281.png,26.51,28.83,5.776,5.835,2.9652,2.9652,1212.67,452.44
116341,frame_116341.png,66.31,72.6,9.661,9.439,1.4826,1.4826,965.71,373.8
116401,frame_116401.png,57.99,73.53,8.919,9.098,1.4826,1.4826,1115.07,409.87
116461,frame_116461.png,60.01,70.21,8.907,8.842,1.4826,1.4826,1118.72,440.55
116521,frame_116521.png,50.92,59.43,7.672,7.726,1.4826,1.4826,940.32,347.1
116581,frame_116581.png,37.94,49.31,6.105,5.963,2.9652,2.9652,1633.75,648.06
116641,frame_116641.png,49.19,49.07,6.431,5.79,2.9652,2.9652,1172.7,549.18
116701,frame_116701.png,43.84,50.84,5.414,5.058,2.9652,2.9652,1671.76,686.12
116761,frame_116761.png,43.25,46.75,5.505,5.025,2.9652,2.9652,1318.67,640.63
116821,frame_116821.png,46.04,52.7,5.537,5.482,2.9652,2.9652,1667.95,701.99
116881,frame_116881.png,32.6,43.8,5.798,6.276,1.4826,1.4826,1422.32,481.16
116941,frame_116941.png,28.68,41.2,6.429,5.933,2.9652,1.4826,1388.32,472.95
117001,frame_117001.png,36.47,45.66,5.476,5.381,2.9652,2.9652,1720.94,631.43
117061,frame_117061.png,48.12,55.93,6.61,6.823,1.4826,1.4826,1822.97,710.14
117121,frame_117121.png,32.97,43.27,5.446,5.474,1.4826,1.4826,1144.75,346.39
117181,frame_117181.png,28.07,37.96,5.573,5.615,2.9652,2.9652,1160.0,352.7
117241,frame_117241.png,50.62,58.63,8.295,6.63,1.4826,1.4826,850.89,197.43
117301,frame_117301.png,31.62,41.6,5.699,5.614,2.9652,1.4826,1104.82,344.79
117361,frame_117361.png,52.26,63.25,9.7,7.458,1.4826,1.4826,843.47,207.05
117421,frame_117421.png,58.18,60.25,7.494,6.443,1.4826,1.4826,795.02,351.27
117481,frame_117481.png,65.84,80.77,12.056,9.252,0.0,0.0,1340.18,422.57
117541,frame_117541.png,51.79,54.76,6.567,6.81,1.4826,1.4826,1060.05,460.86
117601,frame_117601.png,52.62,55.8,6.23,6.145,1.4826,1.4826,1556.76,640.23
117661,frame_117661.png,44.47,50.71,5.936,5.674,2.9652,1.4826,1789.78,770.31
117721,frame_117721.png,41.31,49.01,5.291,5.346,2.9652,1.4826,1708.05,602.81
117781,frame_117781.png,33.72,43.19,5.31,5.59,2.9652,2.9652,1750.1,582.59
117841,frame_117841.png,51.6,60.89,6.397,6.859,1.4826,1.4826,1701.49,663.57
117901,frame_117901.png,44.93,54.57,5.56,5.764,1.4826,1.4826,1784.66,687.13
117961,frame_117961.png,51.17,59.65,6.355,6.486,1.4826,1.4826,1740.87,661.0
118021,frame_118021.png,42.8,51.87,5.457,5.764,1.4826,1.4826,1953.51,693.94
118081,frame_118081.png,44.76,52.49,5.229,5.314,1.4826,1.4826,1737.0,725.87
118141,frame_118141.png,36.18,47.7,5.638,6.071,2.9652,2.9652,2168.86,871.04
118201,frame_118201.png,37.63,49.07,5.81,6.15,2.9652,1.4826,2152.91,850.91
118261,frame_118261.png,40.06,51.07,5.681,6.208,2.9652,1.4826,2144.33,847.64
118321,frame_118321.png,42.94,53.3,5.969,6.406,1.4826,1.4826,2119.35,797.35
118381,frame_118381.png,39.27,50.91,5.422,6.191,2.9652,1.4826,2202.41,872.02
118441,frame_118441.png,46.3,57.04,5.94,6.228,1.4826,1.4826,2168.96,871.57
118501,frame_118501.png,48.65,59.06,6.575,7.34,1.4826,1.4826,2119.52,865.79
118561,frame_118561.png,38.11,48.5,5.868,6.121,2.9652,1.4826,1967.81,865.37
118621,frame_118621.png,35.1,38.12,5.796,5.716,2.9652,2.9652,809.36,300.22
118681,frame_118681.png,16.53,14.08,4.903,5.177,7.4129,7.4129,1230.29,404.53
118741,frame_118741.png,57.85,59.38,7.406,6.145,4.4477,4.4477,1089.16,549.74
118801,frame_118801.png,51.46,56.48,6.058,5.981,2.9652,2.9652,995.17,448.37
118861,frame_118861.png,46.03,53.21,6.147,5.862,2.9652,2.9652,1134.86,469.15
118921,frame_118921.png,41.54,48.15,6.318,6.048,2.9652,2.9652,1144.61,462.84
118981,frame_118981.png,15.18,11.71,4.908,5.297,7.4129,7.4129,1446.74,504.83
119041,frame_119041.png,14.76,16.13,5.359,5.897,5.9303,5.9303,1519.03,563.9
119101,frame_119101.png,15.62,15.65,5.109,5.322,7.4129,5.9303,1494.0,552.57
119161,frame_119161.png,15.55,16.86,5.123,5.421,5.9303,5.9303,1557.71,603.11
119221,frame_119221.png,17.02,13.36,4.859,5.041,7.4129,5.9303,1556.64,620.53
119281,frame_119281.png,27.89,39.59,5.914,6.32,4.4477,4.4477,1393.93,507.46
119341,frame_119341.png,51.3,56.23,7.281,6.613,2.9652,2.9652,1136.94,487.15
119401,frame_119401.png,48.05,55.67,7.529,6.467,2.9652,2.9652,1173.79,497.79
119461,frame_119461.png,19.57,17.91,5.934,5.559,5.9303,5.9303,1556.63,579.2
119521,frame_119521.png,20.51,24.6,5.279,5.653,5.9303,4.4477,1422.59,516.76
119581,frame_119581.png,40.09,42.33,6.04,5.262,4.4477,4.4477,980.47,484.38
119641,frame_119641.png,33.1,38.21,6.487,5.962,4.4477,2.9652,1182.72,443.06
119701,frame_119701.png,48.02,55.25,7.645,7.957,2.9652,1.4826,1367.28,501.21
119761,frame_119761.png,32.12,40.86,5.851,6.508,2.9652,2.9652,1563.11,561.2
119821,frame_119821.png,33.31,41.7,5.533,6.093,2.9652,2.9652,1738.86,592.45
119881,frame_119881.png,41.08,46.24,5.902,5.503,2.9652,2.9652,1435.95,520.12
119941,frame_119941.png,33.63,43.54,5.837,6.232,1.4826,1.4826,1500.61,552.15
120001,frame_120001.png,91.42,109.83,15.208,16.639,0.0,0.0,389.5,5.95
120061,frame_120061.png,34.66,45.84,6.896,7.106,1.4826,1.4826,1419.63,494.06
120121,frame_120121.png,35.31,42.12,5.891,6.227,1.4826,1.4826,1473.55,521.13
120181,frame_120181.png,29.89,39.09,5.966,6.278,2.9652,2.9652,1481.04,449.7
120241,frame_120241.png,38.34,44.09,6.128,6.269,2.9652,2.9652,1433.64,561.49
120301,frame_120301.png,47.45,52.23,6.453,6.601,1.4826,1.4826,1071.72,343.57
120361,frame_120361.png,50.09,56.02,7.213,7.31,1.4826,1.4826,1096.66,325.57
120421,frame_120421.png,41.84,48.38,6.355,6.262,1.4826,1.4826,1033.86,321.85
120481,frame_120481.png,48.83,50.48,6.592,5.496,1.4826,1.4826,601.62,291.95
120541,frame_120541.png,48.54,54.38,8.252,7.266,1.4826,1.4826,644.24,113.14
120601,frame_120601.png,48.09,54.61,7.235,6.85,1.4826,1.4826,714.55,154.16
120661,frame_120661.png,40.61,52.69,7.352,6.973,1.4826,1.4826,733.64,168.26
120721,frame_120721.png,41.83,48.78,7.421,6.758,1.4826,1.4826,686.0,142.18
120781,frame_120781.png,55.96,53.5,7.425,6.428,1.4826,1.4826,623.55,304.59
120841,frame_120841.png,41.17,44.7,5.549,5.596,1.4826,1.4826,892.73,225.8
120901,frame_120901.png,31.86,36.25,5.043,4.925,2.9652,2.9652,821.98,236.71
120961,frame_120961.png,71.48,77.77,11.169,8.597,0.0,0.0,483.62,98.81
121021,frame_121021.png,45.01,48.25,5.985,5.663,1.4826,1.4826,654.79,198.12
121081,frame_121081.png,34.02,39.2,5.612,5.379,2.9652,1.4826,754.18,174.94
121141,frame_121141.png,61.17,59.51,7.459,5.974,1.4826,1.4826,452.15,224.32
121201,frame_121201.png,63.41,57.37,6.7,6.09,1.4826,1.4826,259.56,103.64
121261,frame_121261.png,46.4,54.35,7.009,6.823,1.4826,1.4826,747.44,173.72
121321,frame_121321.png,29.69,35.64,5.208,5.433,2.9652,2.9652,803.56,193.01
121381,frame_121381.png,41.91,50.84,5.812,5.531,1.4826,1.4826,904.23,254.7
121441,frame_121441.png,40.85,50.12,6.422,6.193,1.4826,1.4826,997.56,293.52
121501,frame_121501.png,33.3,35.96,5.991,6.04,2.9652,1.4826,2341.04,1012.51
121561,frame_121561.png,35.01,39.05,5.683,4.961,2.9652,2.9652,1359.81,496.89
121621,frame_121621.png,34.95,37.86,4.99,4.816,2.9652,2.9652,1520.22,646.43
121681,frame_121681.png,45.05,52.89,7.176,7.369,1.4826,1.4826,1156.67,371.09
121741,frame_121741.png,45.89,54.87,7.764,7.674,1.4826,1.4826,940.08,259.46
121801,frame_121801.png,40.29,51.74,6.647,6.787,1.4826,1.4826,962.02,250.51
121861,frame_121861.png,36.95,45.03,6.125,5.998,1.4826,1.4826,925.75,244.81
121921,frame_121921.png,29.5,42.76,5.263,5.236,2.9652,2.9652,871.62,246.56
121981,frame_121981.png,32.5,39.28,4.642,4.687,2.9652,1.4826,899.69,258.35
122041,frame_122041.png,59.24,68.21,9.946,8.86,1.4826,1.4826,908.06,251.6
122101,frame_122101.png,59.96,70.12,10.426,9.354,1.4826,1.4826,922.32,286.39
122161,frame_122161.png,64.71,70.88,10.355,6.617,2.9652,2.9652,1334.92,649.24
122221,frame_122221.png,55.47,59.72,9.294,6.771,2.9652,2.9652,994.46,468.63
122281,frame_122281.png,44.52,38.52,6.917,5.105,7.4129,7.4129,1420.85,707.34
122341,frame_122341.png,68.63,68.33,8.42,5.978,4.4477,4.4477,1230.83,641.11
122401,frame_122401.png,43.51,49.41,7.025,5.716,2.9652,2.9652,1046.84,414.82
122461,frame_122461.png,30.34,40.35,6.114,5.05,4.4477,4.4477,1286.22,463.1
122521,frame_122521.png,64.15,57.09,5.865,5.726,19.2735,17.791,2921.54,1839.46
122581,frame_122581.png,34.18,37.14,5.639,5.391,2.9652,2.9652,1884.12,789.99
122641,frame_122641.png,95.7,106.82,22.058,29.292,0.0,0.0,507.26,2.59
122701,frame_122701.png,47.64,48.32,6.417,5.56,1.4826,1.4826,1023.53,413.75
122761,frame_122761.png,35.58,40.09,5.134,5.061,2.9652,2.9652,1597.45,573.76
122821,frame_122821.png,53.04,52.09,6.009,5.226,1.4826,1.4826,989.17,451.93
122881,frame_122881.png,43.15,52.24,7.1,5.957,1.4826,1.4826,1240.92,407.29
122941,frame_122941.png,38.96,43.35,5.147,5.253,2.9652,1.4826,1376.29,475.9
123001,frame_123001.png,46.86,56.12,5.807,5.99,1.4826,1.4826,2067.39,855.4
123061,frame_123061.png,51.28,60.5,7.318,6.403,1.4826,1.4826,1613.55,687.91
123121,frame_123121.png,60.0,71.52,7.976,8.109,1.4826,1.4826,1898.41,845.74
123181,frame_123181.png,46.83,61.06,7.312,7.467,1.4826,1.4826,2189.57,862.66
123241,frame_123241.png,69.65,80.37,5.55,6.674,0.0,0.0,2465.47,930.36
123301,frame_123301.png,68.83,80.59,5.564,7.028,0.0,0.0,2499.55,944.39
123361,frame_123361.png,64.31,73.91,5.243,5.788,0.0,0.0,2482.58,959.63
123421,frame_123421.png,43.44,46.16,5.476,5.211,1.4826,1.4826,1477.16,683.03
123481,frame_123481.png,65.89,77.8,5.245,5.478,0.0,0.0,2640.22,1024.72
123541,frame_123541.png,68.73,80.9,4.879,5.558,0.0,0.0,2619.18,976.13
123601,frame_123601.png,67.67,79.37,6.595,5.994,0.0,0.0,2720.8,1047.83
123661,frame_123661.png,69.04,81.92,6.391,6.13,0.0,0.0,2727.58,1038.53
123721,frame_123721.png,68.23,80.88,6.316,5.954,0.0,0.0,2709.85,1032.21
123781,frame_123781.png,72.1,84.8,7.008,6.722,0.0,0.0,2660.44,1041.84
123841,frame_123841.png,71.6,85.12,6.804,6.414,0.0,0.0,2711.72,1050.71
123901,frame_123901.png,73.53,87.72,7.072,7.188,0.0,0.0,2641.77,1044.29
123961,frame_123961.png,73.8,88.33,7.023,7.078,0.0,0.0,2652.81,1044.87
124021,frame_124021.png,74.52,89.06,7.294,7.061,0.0,0.0,2668.78,1044.71
124081,frame_124081.png,71.62,85.61,6.229,6.392,0.0,0.0,2742.75,1046.35
124141,frame_124141.png,72.51,86.23,6.312,6.751,0.0,0.0,2734.28,1045.47
124201,frame_124201.png,72.25,86.08,6.346,6.41,0.0,0.0,2703.0,1045.49
124261,frame_124261.png,72.41,86.3,6.444,6.527,0.0,0.0,2709.56,1040.97
124321,frame_124321.png,71.76,84.73,5.781,6.019,0.0,0.0,2697.25,1041.31
124381,frame_124381.png,72.13,84.21,6.146,6.079,0.0,0.0,2673.98,1038.95
124441,frame_124441.png,70.96,82.61,6.154,6.269,0.0,0.0,2646.63,1033.69
124501,frame_124501.png,71.34,81.32,5.694,6.137,0.0,0.0,2631.29,1030.38
124561,frame_124561.png,70.13,81.25,6.222,6.401,0.0,0.0,2599.6,1016.71
124621,frame_124621.png,69.63,80.25,6.152,6.419,0.0,0.0,2591.31,1004.99
124681,frame_124681.png,70.95,82.35,6.218,6.722,0.0,0.0,2513.86,990.17
124741,frame_124741.png,69.93,80.79,6.038,6.471,0.0,0.0,2507.03,970.85
124801,frame_124801.png,72.33,82.86,6.466,6.433,0.0,0.0,2499.88,970.06
124861,frame_124861.png,70.65,81.54,6.202,6.67,0.0,0.0,2512.64,983.41
124921,frame_124921.png,71.07,82.05,6.244,6.559,0.0,0.0,2501.08,964.45
124981,frame_124981.png,72.33,84.0,6.298,6.553,0.0,0.0,2469.85,930.15
125041,frame_125041.png,67.17,76.74,5.336,5.676,0.0,0.0,2487.46,939.11
125101,frame_125101.png,67.86,77.34,5.551,5.704,0.0,0.0,2482.45,944.67
125161,frame_125161.png,65.34,74.46,5.371,5.699,0.0,0.0,2418.86,909.29
125221,frame_125221.png,66.39,74.75,5.003,5.385,0.0,0.0,2366.82,936.46
125281,frame_125281.png,67.69,78.63,4.801,4.713,0.0,0.0,2409.43,921.28
125341,frame_125341.png,64.66,75.92,4.887,4.446,0.0,0.0,2419.03,907.12
125401,frame_125401.png,62.18,72.31,5.371,4.687,0.0,0.0,2388.8,912.12
125461,frame_125461.png,62.27,73.04,4.853,4.63,0.0,0.0,2364.68,905.09
125521,frame_125521.png,60.96,70.91,4.942,4.477,0.0,0.0,2318.81,897.31
125581,frame_125581.png,59.18,66.85,4.933,4.514,0.0,0.0,2294.27,891.49
125641,frame_125641.png,59.34,67.26,5.027,4.455,0.0,0.0,2247.58,873.73
125701,frame_125701.png,58.37,66.48,5.331,4.795,0.0,0.0,2197.02,854.23
125761,frame_125761.png,59.73,67.83,5.332,4.749,1.4826,0.0,2092.59,851.25
125821,frame_125821.png,56.23,62.76,5.44,4.755,1.4826,1.4826,2101.08,850.13
125881,frame_125881.png,62.32,71.39,6.828,5.784,1.4826,1.4826,1859.71,799.15
125941,frame_125941.png,53.33,60.81,5.176,4.897,1.4826,1.4826,1976.15,807.92
126001,frame_126001.png,54.54,60.43,5.757,5.127,1.4826,1.4826,1734.35,774.72
126061,frame_126061.png,50.58,55.81,5.078,4.723,1.4826,1.4826,1874.64,783.92
126121,frame_126121.png,49.95,55.32,5.361,4.818,1.4826,1.4826,1858.7,778.04
126181,frame_126181.png,48.5,53.11,5.474,5.087,1.4826,1.4826,1916.45,780.16
126241,frame_126241.png,40.88,46.71,5.431,4.798,2.9652,2.9652,1747.64,640.97
126301,frame_126301.png,45.99,52.01,5.36,5.037,2.9652,1.4826,1859.5,720.26
126361,frame_126361.png,48.8,53.1,5.413,5.072,1.4826,1.4826,1763.55,716.81
126421,frame_126421.png,52.87,55.23,6.219,5.166,1.4826,1.4826,1450.35,705.33
126481,frame_126481.png,28.22,31.19,4.202,4.235,2.9652,2.9652,1725.2,636.89
126541,frame_126541.png,39.73,43.87,4.992,4.886,2.9652,2.9652,1586.41,626.28
126601,frame_126601.png,93.72,109.74,22.17,27.881,0.0,0.0,323.63,12.22
126661,frame_126661.png,49.79,54.39,6.384,6.194,1.4826,1.4826,1403.31,564.36
126721,frame_126721.png,47.21,55.93,6.716,6.645,1.4826,1.4826,1667.78,663.01
126781,frame_126781.png,41.02,49.25,5.387,5.404,1.4826,1.4826,1902.52,726.81
126841,frame_126841.png,57.32,63.51,9.717,6.878,1.4826,1.4826,1245.22,519.47
126901,frame_126901.png,46.63,54.4,7.346,6.905,1.4826,1.4826,1410.42,487.63
126961,frame_126961.png,41.83,45.73,6.269,5.717,1.4826,1.4826,1482.34,623.27
127021,frame_127021.png,23.4,24.98,4.905,4.371,2.9652,2.9652,1739.57,662.52
127081,frame_127081.png,40.7,40.75,5.583,4.883,2.9652,2.9652,969.47,434.64
127141,frame_127141.png,54.53,58.07,6.729,6.032,1.4826,1.4826,1211.41,590.25
127201,frame_127201.png,48.14,51.11,6.135,5.825,1.4826,1.4826,1366.57,582.33
127261,frame_127261.png,34.25,40.68,5.528,5.106,2.9652,2.9652,1506.46,528.33
127321,frame_127321.png,33.21,35.22,5.359,5.144,2.9652,1.4826,1416.48,504.72
127381,frame_127381.png,49.67,48.22,6.29,5.668,2.9652,2.9652,887.04,465.64
127441,frame_127441.png,44.07,45.97,5.52,5.257,2.9652,2.9652,1223.92,564.23
127501,frame_127501.png,36.72,37.04,4.714,4.402,4.4477,2.9652,1168.9,432.55
127561,frame_127561.png,32.76,34.99,4.25,3.967,4.4477,4.4477,1331.87,497.54
127621,frame_127621.png,36.65,40.55,5.458,4.998,2.9652,2.9652,1124.04,395.7
127681,frame_127681.png,60.27,60.54,7.202,6.344,2.9652,2.9652,913.9,487.19
127741,frame_127741.png,88.56,97.08,12.457,15.381,0.0,0.0,2162.41,990.45
127801,frame_127801.png,52.9,51.1,6.233,5.705,4.4477,4.4477,1617.06,822.24
127861,frame_127861.png,49.7,48.52,6.316,5.559,2.9652,2.9652,619.2,354.17
127921,frame_127921.png,48.93,44.87,6.544,5.582,4.4477,4.4477,668.81,358.87
127981,frame_127981.png,97.19,110.76,22.77,29.559,0.0,0.0,459.76,3.18
128041,frame_128041.png,35.29,35.07,5.222,4.701,4.4477,4.4477,1290.76,468.06
128101,frame_128101.png,32.13,34.79,5.547,4.903,2.9652,2.9652,1300.89,460.05
128161,frame_128161.png,47.05,52.39,6.588,5.949,1.4826,1.4826,1283.69,444.87
128221,frame_128221.png,31.07,38.14,5.368,5.154,2.9652,2.9652,1326.57,473.64
128281,frame_128281.png,46.02,42.45,6.425,5.675,2.9652,2.9652,961.22,506.56
128341,frame_128341.png,29.88,32.49,4.995,4.474,4.4477,2.9652,1247.9,443.1
128401,frame_128401.png,94.92,101.31,21.558,27.15,0.0,0.0,211.59,25.46
128461,frame_128461.png,29.01,32.79,4.684,4.572,2.9652,2.9652,1418.03,478.33
128521,frame_128521.png,95.91,108.43,21.494,27.68,0.0,0.0,336.09,12.92
128581,frame_128581.png,36.84,40.87,5.851,5.448,2.9652,2.9652,1289.05,471.58
128641,frame_128641.png,33.79,40.72,5.636,5.246,2.9652,2.9652,1382.01,484.1
128701,frame_128701.png,68.42,66.84,10.07,8.313,1.4826,1.4826,285.13,34.65
128761,frame_128761.png,50.87,48.24,6.791,6.291,1.4826,1.4826,955.01,398.11
128821,frame_128821.png,41.85,45.18,6.562,5.798,2.9652,2.9652,1228.62,401.55
128881,frame_128881.png,29.65,32.03,4.448,4.373,4.4477,4.4477,1296.6,439.07
128941,frame_128941.png,38.76,39.4,5.503,4.489,2.9652,2.9652,1220.34,470.45
129001,frame_129001.png,29.87,33.49,4.249,4.313,2.9652,2.9652,1110.19,329.49
129061,frame_129061.png,33.13,41.26,6.631,5.754,2.9652,2.9652,1109.91,328.15
129121,frame_129121.png,40.41,42.69,5.934,5.334,2.9652,2.9652,1369.25,508.19
129181,frame_129181.png,45.13,44.54,6.265,5.566,2.9652,2.9652,1036.43,420.39
129241,frame_129241.png,38.74,41.34,5.721,5.148,2.9652,2.9652,1273.03,510.03
129301,frame_129301.png,38.34,41.18,5.191,4.886,2.9652,2.9652,1218.09,497.12
129361,frame_129361.png,39.13,41.19,5.618,4.797,2.9652,2.9652,1304.66,499.58
129421,frame_129421.png,35.96,39.02,5.208,4.97,2.9652,2.9652,1400.89,502.75
129481,frame_129481.png,42.17,49.74,6.252,5.685,1.4826,1.4826,964.33,297.0
129541,frame_129541.png,41.24,45.74,5.689,5.657,1.4826,1.4826,1388.5,522.65
129601,frame_129601.png,44.51,48.32,5.883,5.771,1.4826,1.4826,1353.61,498.72
129661,frame_129661.png,38.62,41.55,5.517,5.109,2.9652,2.9652,1242.56,492.0
