frame_idx,nombre_archivo,brisque_orig,brisque_sin_hud,niqe_orig,niqe_sin_hud,sigma_orig,sigma_sin_hud,var_lap_orig,var_lap_sin_hud,brisque_denoised,niqe_denoised,sigma_denoised,var_lap_denoised
40141,frame_40141.png,31.5,20.57,4.693,4.027,22.2387,17.791,2094.68,1078.5,30.72,4.604,17.791,978.41
40171,frame_40171.png,30.1,19.19,4.717,3.977,22.2387,17.791,2137.01,1117.64,31.68,4.809,19.2735,1010.93
40201,frame_40201.png,31.76,18.56,4.959,4.694,17.791,14.8258,1905.04,937.22,39.55,6.19,14.8258,855.58
40231,frame_40231.png,31.5,19.09,5.244,4.642,19.2735,16.3084,2005.02,1015.73,38.16,5.997,16.3084,910.4
40261,frame_40261.png,31.08,17.82,4.975,4.327,22.2387,17.791,2198.88,1147.91,41.15,6.028,17.791,1040.2
40291,frame_40291.png,34.75,24.19,4.709,4.493,29.6516,22.2387,2787.31,1571.95,55.9,6.686,22.2387,1395.49
40321,frame_40321.png,45.53,32.03,5.871,4.483,22.2387,17.791,2752.74,1467.25,60.26,6.259,19.2735,1333.89
40351,frame_40351.png,35.29,23.63,5.757,5.151,25.2039,20.7561,2690.97,1512.9,48.2,6.738,20.7561,1351.6
40381,frame_40381.png,41.9,28.85,5.871,4.77,23.7213,19.2735,2608.25,1444.35,56.86,6.298,19.2735,1298.35
40411,frame_40411.png,43.41,29.17,6.746,5.402,19.2735,16.3084,2348.3,1224.51,53.72,6.9,16.3084,1116.94
40441,frame_40441.png,35.19,25.38,5.128,4.542,23.7213,19.2735,2199.39,1191.56,53.85,6.821,19.2735,1077.32
40471,frame_40471.png,28.32,18.0,4.713,3.926,20.7561,16.3084,1810.42,878.25,30.56,4.76,16.3084,799.92
40501,frame_40501.png,28.19,17.61,4.355,3.744,20.7561,17.791,1755.04,840.31,31.09,4.919,17.791,765.62
40531,frame_40531.png,31.03,18.86,5.561,4.407,14.8258,13.3432,1591.71,675.14,33.39,6.184,13.3432,631.18
40561,frame_40561.png,26.17,16.07,4.193,3.909,23.7213,17.791,1881.91,908.13,35.0,5.728,17.791,825.44
40591,frame_40591.png,37.38,27.72,5.515,5.074,17.791,14.8258,1783.9,850.91,52.42,7.184,14.8258,784.65
40621,frame_40621.png,31.97,20.07,5.312,4.508,20.7561,16.3084,2050.87,1003.45,40.55,6.141,17.791,901.57
40651,frame_40651.png,30.42,18.46,5.407,4.323,17.791,14.8258,1868.96,879.44,27.94,5.082,16.3084,812.65
40681,frame_40681.png,30.1,18.08,5.027,4.13,17.791,14.8258,1762.47,828.11,27.82,5.173,14.8258,759.53
40711,frame_40711.png,25.63,14.55,4.181,3.537,22.2387,17.791,1887.31,954.17,26.68,4.661,17.791,858.19
40741,frame_40741.png,32.68,20.24,5.327,4.354,16.3084,14.8258,1712.56,804.65,29.04,5.513,14.8258,737.86
40771,frame_40771.png,32.61,20.3,5.086,4.25,20.7561,16.3084,1923.41,976.92,31.99,5.12,17.791,888.44
40801,frame_40801.png,28.52,17.39,4.4,3.903,23.7213,19.2735,2000.26,1030.0,30.2,5.074,19.2735,924.7
40831,frame_40831.png,60.35,54.92,7.839,6.528,44.4774,35.5819,5603.26,3975.14,81.94,7.687,35.5819,3510.53
40861,frame_40861.png,56.55,52.67,7.045,4.962,20.7561,19.2735,2632.25,1677.64,55.53,6.283,19.2735,1465.25
40891,frame_40891.png,59.8,53.9,7.895,6.506,44.4774,35.5819,5610.26,3998.5,79.75,7.852,35.5819,3528.81
40921,frame_40921.png,60.37,52.38,7.821,6.336,34.0993,28.169,4290.12,2901.15,79.04,8.052,28.169,2618.16
40951,frame_40951.png,61.03,53.75,7.942,6.321,44.4774,35.5819,5598.63,3959.64,79.72,7.819,35.5819,3494.02
40981,frame_40981.png,61.22,55.12,7.551,6.271,45.96,35.5819,5644.32,4004.05,81.62,7.836,37.0645,3541.7
41011,frame_41011.png,60.9,54.91,7.771,6.344,44.4774,35.5819,5546.51,3941.73,82.65,8.043,35.5819,3480.4
41041,frame_41041.png,61.85,55.66,7.656,6.462,44.4774,34.0993,5508.94,3904.29,83.07,7.922,35.5819,3448.33
41071,frame_41071.png,61.81,55.33,7.435,6.287,44.4774,35.5819,5589.18,3968.65,82.06,7.849,35.5819,3504.17
41101,frame_41101.png,58.63,53.85,7.098,6.204,50.4077,38.5471,5766.16,4163.42,80.43,7.761,38.5471,3661.32
41131,frame_41131.png,20.09,18.52,4.407,4.796,5.9303,5.9303,1114.15,123.37,19.29,5.366,5.9303,111.65
41161,frame_41161.png,76.51,61.71,11.071,7.938,14.8258,14.8258,3462.27,2068.34,81.6,8.737,16.3084,1969.24
41191,frame_41191.png,68.26,56.57,9.674,7.15,31.1342,25.2039,4774.65,3094.47,79.34,7.959,26.6864,2830.7
41221,frame_41221.png,27.14,32.6,5.996,6.524,5.9303,5.9303,1068.21,114.02,26.93,5.877,5.9303,104.01
41251,frame_41251.png,28.45,33.42,5.951,6.558,5.9303,5.9303,1101.74,130.8,27.06,5.814,5.9303,116.8
41281,frame_41281.png,60.01,53.46,7.718,6.144,42.9948,34.0993,5420.81,3776.27,78.21,7.187,34.0993,3335.11
41311,frame_41311.png,27.0,32.4,5.77,6.059,5.9303,5.9303,1083.6,120.27,26.62,5.452,5.9303,109.65
41341,frame_41341.png,25.71,32.46,6.04,6.592,5.9303,5.9303,1104.68,125.78,23.2,5.201,5.9303,109.0
41371,frame_41371.png,60.35,53.15,7.344,5.905,44.4774,34.0993,5543.32,3854.7,78.68,7.264,35.5819,3401.01
41401,frame_41401.png,53.52,48.15,7.686,6.505,34.0993,28.169,4304.02,2900.19,75.23,7.87,28.169,2611.73
41431,frame_41431.png,55.03,50.17,8.109,7.213,34.0993,28.169,4325.49,2933.07,73.67,7.929,29.6516,2637.8
41461,frame_41461.png,57.93,48.15,8.982,6.789,25.2039,22.2387,3751.06,2407.53,66.14,7.305,23.7213,2213.44
41491,frame_41491.png,51.66,45.16,7.603,6.48,34.0993,29.6516,4335.48,2925.76,67.52,7.519,29.6516,2635.68
41521,frame_41521.png,51.38,45.95,7.563,6.384,34.0993,28.169,4304.11,2906.52,67.71,7.328,29.6516,2620.78
41551,frame_41551.png,51.89,45.52,7.523,6.435,35.5819,28.169,4351.3,2958.8,69.95,7.884,29.6516,2666.99
41581,frame_41581.png,50.67,45.66,7.496,6.854,34.0993,28.169,4322.94,2923.48,67.93,7.846,29.6516,2632.84
41611,frame_41611.png,50.75,44.6,7.651,6.567,32.6168,28.169,4218.69,2825.39,67.19,7.687,28.169,2547.45
41641,frame_41641.png,51.56,44.94,7.675,6.586,34.0993,28.169,4243.38,2846.42,68.97,7.827,28.169,2576.35
41671,frame_41671.png,50.93,44.81,7.626,6.284,34.0993,28.169,4232.18,2848.71,70.25,7.736,28.169,2579.39
41701,frame_41701.png,49.34,43.79,7.517,6.768,34.0993,28.169,4250.25,2871.95,66.85,7.792,29.6516,2607.03
41731,frame_41731.png,50.67,44.2,7.431,6.586,34.0993,28.169,4252.09,2881.58,66.35,7.687,29.6516,2607.85
41761,frame_41761.png,50.41,44.13,7.518,6.775,34.0993,28.169,4188.56,2837.9,66.8,7.532,28.169,2569.82
41791,frame_41791.png,24.21,30.86,5.651,5.957,5.9303,5.9303,1104.63,122.47,25.19,5.279,5.9303,111.31
41821,frame_41821.png,56.73,46.95,8.781,7.289,25.2039,22.2387,3725.6,2417.75,65.56,7.807,23.7213,2223.08
41851,frame_41851.png,56.48,49.57,7.556,6.086,42.9948,34.0993,5367.67,3749.38,73.79,7.057,35.5819,3323.88
41881,frame_41881.png,64.56,55.66,9.526,7.084,32.6168,28.169,4857.32,3270.86,79.9,7.984,29.6516,2934.1
41911,frame_41911.png,65.32,55.18,8.253,6.241,32.6168,28.169,4765.63,3214.51,77.34,7.165,28.169,2888.91
41941,frame_41941.png,56.9,49.03,7.284,5.792,42.9948,34.0993,5372.27,3724.36,73.73,7.294,35.5819,3287.04
41971,frame_41971.png,58.75,52.59,7.604,6.133,42.9948,34.0993,5318.84,3704.23,77.98,7.289,35.5819,3278.36
42001,frame_42001.png,56.9,48.85,7.738,6.291,31.1342,25.2039,4038.93,2650.38,74.8,7.686,26.6864,2393.39
42031,frame_42031.png,56.42,49.16,7.214,6.134,42.9948,35.5819,5414.67,3777.25,74.87,7.753,35.5819,3331.92
42061,frame_42061.png,62.3,53.42,8.638,6.639,32.6168,28.169,4839.91,3217.7,76.45,7.361,28.169,2892.46
42091,frame_42091.png,58.61,52.9,7.474,6.019,42.9948,34.0993,5370.46,3668.33,78.48,7.534,34.0993,3240.88
42121,frame_42121.png,56.57,48.55,7.564,6.486,31.1342,25.2039,3998.75,2607.71,75.48,7.702,26.6864,2358.19
42151,frame_42151.png,25.93,32.62,5.562,6.171,5.9303,5.9303,1054.29,105.93,27.72,5.607,5.9303,102.96
42181,frame_42181.png,26.66,32.27,5.663,5.748,5.9303,5.9303,1062.61,117.09,26.78,5.339,5.9303,111.25
42211,frame_42211.png,23.86,31.05,5.55,5.536,5.9303,5.9303,1071.52,102.82,25.85,5.064,5.9303,100.06
42241,frame_42241.png,26.15,32.95,5.717,5.964,5.9303,5.9303,1087.5,125.84,26.86,5.236,5.9303,118.81
42271,frame_42271.png,28.16,33.78,5.495,5.822,5.9303,5.9303,1092.32,139.32,27.93,5.155,5.9303,125.91
42301,frame_42301.png,25.64,32.03,5.62,5.988,5.9303,5.9303,1056.35,128.62,26.64,5.292,5.9303,120.93
42331,frame_42331.png,24.77,33.13,5.699,6.385,5.9303,5.9303,1023.33,101.56,27.34,5.742,5.9303,98.18
42361,frame_42361.png,27.45,33.12,5.606,5.682,5.9303,5.9303,1064.07,132.05,28.24,5.101,5.9303,124.25
42391,frame_42391.png,27.01,34.6,5.705,5.836,5.9303,5.9303,1059.13,130.64,29.33,5.205,5.9303,122.31
42421,frame_42421.png,25.79,33.52,5.561,6.363,5.9303,5.9303,1040.16,115.33,27.47,5.393,5.9303,110.03
42451,frame_42451.png,26.48,33.33,5.636,5.933,5.9303,5.9303,1055.96,139.95,27.06,5.265,5.9303,129.21
42481,frame_42481.png,31.25,18.16,4.722,3.691,20.7561,16.3084,1945.59,1004.04,26.65,4.483,16.3084,904.0
42511,frame_42511.png,30.45,16.44,4.797,3.728,20.7561,16.3084,1963.9,983.13,25.57,4.561,16.3084,887.42
42541,frame_42541.png,27.85,16.24,3.836,3.052,25.2039,19.2735,2097.13,1092.19,27.53,4.251,19.2735,969.59
42571,frame_42571.png,30.49,17.04,4.754,3.705,20.7561,16.3084,1948.98,981.89,24.91,4.495,16.3084,891.17
42601,frame_42601.png,30.89,16.52,4.98,3.994,20.7561,16.3084,1944.11,942.29,34.15,5.774,16.3084,848.43
42631,frame_42631.png,31.34,18.27,4.665,3.849,19.2735,16.3084,1864.49,936.85,26.23,4.576,16.3084,850.82
42661,frame_42661.png,56.12,47.04,7.026,5.92,32.6168,26.6864,4031.91,2685.07,69.23,6.615,28.169,2419.43
42691,frame_42691.png,56.26,47.95,7.168,6.029,31.1342,26.6864,3998.34,2665.98,74.24,7.136,26.6864,2403.16
42721,frame_42721.png,54.41,45.71,6.762,5.848,32.6168,26.6864,3993.23,2663.51,70.71,7.164,26.6864,2397.55
42751,frame_42751.png,55.9,48.53,6.84,6.237,31.1342,26.6864,3997.65,2661.45,72.83,7.279,26.6864,2397.24
42781,frame_42781.png,59.37,50.72,6.901,6.378,31.1342,26.6864,3991.32,2641.64,77.35,8.045,26.6864,2388.14
42811,frame_42811.png,53.56,47.06,6.096,5.62,34.0993,26.6864,4015.72,2601.77,77.23,7.736,28.169,2350.75
42841,frame_42841.png,54.38,46.2,6.713,6.049,29.6516,25.2039,3760.46,2441.08,74.17,7.746,25.2039,2217.76
42871,frame_42871.png,76.89,76.99,6.569,6.395,29.6516,22.2387,3754.93,2298.29,81.77,7.535,22.2387,2024.15
42901,frame_42901.png,29.27,16.98,5.157,4.088,17.791,14.8258,1697.47,813.47,25.48,4.969,14.8258,745.04
42931,frame_42931.png,30.83,17.67,5.917,4.715,14.8258,11.8606,1625.52,728.94,24.72,5.114,11.8606,675.37
42961,frame_42961.png,30.44,17.47,5.195,4.246,17.791,14.8258,1736.07,825.53,25.75,4.929,14.8258,763.05
42991,frame_42991.png,30.46,19.07,5.156,4.358,17.791,14.8258,1762.26,854.49,28.74,5.144,14.8258,785.71
43021,frame_43021.png,31.62,19.2,5.164,4.51,17.791,14.8258,1751.12,837.5,28.36,5.218,14.8258,770.7
43051,frame_43051.png,30.78,18.71,4.963,4.445,17.791,14.8258,1785.12,870.28,30.17,5.335,16.3084,801.24
43081,frame_43081.png,33.64,22.3,4.866,3.989,22.2387,17.791,1987.89,1023.88,35.09,5.047,17.791,924.9
43111,frame_43111.png,33.01,22.4,5.272,4.248,20.7561,17.791,1987.91,1027.74,33.87,5.26,17.791,929.81
43141,frame_43141.png,32.37,20.48,5.001,4.015,20.7561,16.3084,1901.72,971.91,31.27,4.772,16.3084,883.13
43171,frame_43171.png,30.39,17.8,4.925,3.976,19.2735,16.3084,1844.28,930.07,27.46,4.768,16.3084,843.43
43201,frame_43201.png,24.32,11.94,4.553,3.938,19.2735,14.8258,1728.36,784.75,32.17,5.43,14.8258,703.71
43231,frame_43231.png,28.45,15.32,5.47,4.65,14.8258,13.3432,1563.46,697.22,30.56,6.064,13.3432,640.61
43261,frame_43261.png,26.62,14.76,4.939,3.944,19.2735,14.8258,1644.68,760.88,26.08,4.769,14.8258,694.62
43291,frame_43291.png,32.58,17.7,6.496,4.667,11.8606,10.3781,1502.81,590.45,24.58,5.739,10.3781,539.24
43321,frame_43321.png,30.22,17.39,6.014,4.536,16.3084,13.3432,1781.82,812.81,44.7,5.987,13.3432,750.91
43351,frame_43351.png,25.9,11.96,4.93,3.897,19.2735,16.3084,1856.04,877.17,20.47,4.596,16.3084,800.69
43381,frame_43381.png,26.43,13.71,6.041,4.421,14.8258,11.8606,1554.23,623.51,33.73,5.786,11.8606,572.28
43411,frame_43411.png,24.58,10.61,4.686,3.692,20.7561,14.8258,1794.42,812.56,18.77,4.314,14.8258,734.52
43441,frame_43441.png,27.0,13.44,5.256,4.048,14.8258,13.3432,1602.46,675.55,19.99,4.756,13.3432,624.43
43471,frame_43471.png,27.62,13.75,5.207,3.708,17.791,14.8258,1722.69,776.96,20.87,4.456,14.8258,717.68
43501,frame_43501.png,29.7,15.04,5.299,4.312,16.3084,14.8258,1681.75,766.58,28.9,5.634,14.8258,698.09
43531,frame_43531.png,29.21,14.39,5.601,4.015,17.791,14.8258,1800.48,842.88,24.46,4.844,14.8258,764.12
43561,frame_43561.png,27.52,14.82,4.806,4.004,19.2735,14.8258,1840.64,884.88,39.53,5.893,16.3084,796.8
43591,frame_43591.png,28.34,14.42,5.464,4.312,16.3084,13.3432,1683.2,689.66,21.55,4.771,13.3432,628.16
43621,frame_43621.png,27.54,20.78,3.97,2.737,20.7561,17.791,2370.69,1177.55,19.56,3.146,16.3084,1082.74
43651,frame_43651.png,23.04,17.29,3.193,2.53,26.6864,20.7561,2488.13,1269.3,17.99,2.994,20.7561,1145.35
43681,frame_43681.png,24.45,17.65,3.573,2.578,28.169,22.2387,2697.65,1502.35,19.16,2.942,22.2387,1404.66
43711,frame_43711.png,54.72,52.01,7.558,6.101,37.0645,29.6516,3977.66,2486.18,76.58,7.765,29.6516,2164.36
43741,frame_43741.png,34.32,20.2,5.413,3.899,23.7213,19.2735,2362.2,1233.21,43.46,5.683,19.2735,1090.56
43771,frame_43771.png,31.67,15.2,5.864,5.039,16.3084,13.3432,1771.53,785.25,33.66,6.353,13.3432,704.15
43801,frame_43801.png,28.43,14.72,4.595,3.754,22.2387,17.791,2145.46,1100.42,24.34,4.348,17.791,979.15
43831,frame_43831.png,37.85,24.71,6.893,5.266,13.3432,11.8606,1687.18,777.55,44.74,6.581,13.3432,715.92
43861,frame_43861.png,32.24,19.71,4.522,3.488,26.6864,19.2735,2367.94,1295.44,30.68,4.237,19.2735,1152.12
43891,frame_43891.png,84.86,81.46,9.44,7.94,16.3084,13.3432,2467.04,1333.24,99.64,8.316,14.8258,1189.2
43921,frame_43921.png,26.35,19.96,3.663,2.852,28.169,22.2387,2662.21,1576.53,19.24,3.023,22.2387,1455.06
43951,frame_43951.png,32.75,24.72,4.725,4.136,22.2387,17.791,2073.33,1035.69,15.54,5.103,17.791,904.06
43981,frame_43981.png,23.62,17.51,3.142,2.342,32.6168,23.7213,2914.47,1675.03,17.88,3.061,23.7213,1508.5
44011,frame_44011.png,26.24,20.38,3.687,2.85,26.6864,20.7561,2611.28,1474.35,20.8,3.223,20.7561,1368.15
44041,frame_44041.png,90.04,92.09,9.109,8.019,29.6516,23.7213,3660.15,2347.61,99.64,9.391,23.7213,2065.84
44071,frame_44071.png,30.88,16.96,5.902,5.024,19.2735,16.3084,2097.92,1074.04,37.32,6.103,16.3084,968.97
44101,frame_44101.png,41.87,25.67,6.705,5.171,16.3084,13.3432,2071.15,986.45,47.1,6.099,14.8258,899.91
44131,frame_44131.png,43.43,28.7,6.225,4.799,22.2387,17.791,2584.65,1430.04,56.51,7.076,19.2735,1265.19
44161,frame_44161.png,26.3,13.93,4.393,3.444,26.6864,20.7561,2649.12,1405.67,24.52,4.111,20.7561,1250.1
44191,frame_44191.png,26.9,13.04,5.231,4.146,17.791,14.8258,1697.74,803.76,27.94,5.278,14.8258,726.46
44221,frame_44221.png,28.06,14.78,4.991,3.946,17.791,14.8258,1645.48,784.06,25.91,4.81,14.8258,718.22
44251,frame_44251.png,27.21,20.73,3.778,2.734,28.169,22.2387,2820.41,1671.94,21.27,2.976,22.2387,1549.93
44281,frame_44281.png,31.04,19.45,5.23,4.862,19.2735,14.8258,2005.56,888.31,17.63,5.84,14.8258,791.08
44311,frame_44311.png,24.01,17.87,3.236,2.497,29.6516,22.2387,2502.35,1317.94,19.55,2.813,22.2387,1209.48
44341,frame_44341.png,24.25,17.19,3.608,2.702,26.6864,19.2735,2432.34,1246.45,17.17,2.857,19.2735,1152.21
44371,frame_44371.png,55.2,52.2,7.306,6.611,31.1342,23.7213,3361.06,2005.74,76.83,8.034,25.2039,1755.81
44401,frame_44401.png,34.12,19.16,5.55,4.041,19.2735,14.8258,1997.08,974.43,33.01,5.372,16.3084,874.06
44431,frame_44431.png,35.35,21.59,5.523,3.973,23.7213,17.791,2284.32,1195.24,40.13,5.583,17.791,1060.82
44461,frame_44461.png,32.7,18.67,5.819,4.578,17.791,14.8258,1899.02,885.46,30.61,5.334,14.8258,808.84
44491,frame_44491.png,36.49,26.86,7.124,5.265,5.9303,5.9303,966.57,226.35,22.61,6.447,5.9303,206.75
44521,frame_44521.png,37.18,21.52,5.388,4.065,19.2735,16.3084,2066.29,1037.11,46.94,6.338,16.3084,925.45
44551,frame_44551.png,34.45,19.17,6.305,4.97,16.3084,13.3432,1750.18,806.98,37.28,6.524,13.3432,739.3
44581,frame_44581.png,35.89,25.96,5.585,4.662,22.2387,17.791,2153.19,1081.21,55.53,7.148,17.791,968.27
44611,frame_44611.png,84.16,83.73,8.76,7.75,26.6864,20.7561,2757.58,1619.69,102.37,8.934,20.7561,1422.61
44641,frame_44641.png,26.34,19.19,3.775,3.075,23.7213,17.791,2381.15,1317.99,18.65,3.475,19.2735,1214.26
44671,frame_44671.png,26.86,18.78,3.917,3.024,25.2039,19.2735,2632.97,1555.68,18.32,3.29,20.7561,1441.74
44701,frame_44701.png,38.56,25.17,6.369,4.906,17.791,14.8258,2035.48,1027.65,40.8,5.775,16.3084,915.79
44731,frame_44731.png,38.83,25.59,6.719,4.946,19.2735,16.3084,2145.2,1126.27,44.53,6.159,16.3084,994.12
44761,frame_44761.png,45.38,36.45,6.098,4.965,29.6516,22.2387,3044.53,1776.47,65.4,7.065,23.7213,1556.4
44791,frame_44791.png,44.07,31.36,5.733,4.178,16.3084,11.8606,1946.71,975.75,38.0,5.089,11.8606,856.49
44821,frame_44821.png,66.61,56.25,8.257,6.542,28.169,23.7213,3979.94,2578.11,80.17,7.903,25.2039,2384.78
44851,frame_44851.png,35.04,22.72,5.799,4.381,23.7213,19.2735,2459.59,1361.85,39.5,5.566,19.2735,1234.47
44881,frame_44881.png,38.17,27.49,6.887,5.218,16.3084,13.3432,1975.09,927.99,51.47,6.852,14.8258,853.41
44911,frame_44911.png,34.41,22.58,5.489,4.415,25.2039,19.2735,2346.76,1272.27,48.99,5.658,19.2735,1122.08
44941,frame_44941.png,31.65,23.11,5.143,4.454,20.7561,16.3084,1961.97,1008.84,44.31,5.915,17.791,910.31
44971,frame_44971.png,29.38,21.43,3.638,3.157,22.2387,17.791,2399.48,1268.16,21.25,3.278,17.791,1192.4
45001,frame_45001.png,35.53,27.46,4.269,3.96,17.791,14.8258,1952.69,933.78,24.93,4.48,14.8258,787.67
45031,frame_45031.png,34.95,26.18,3.904,3.399,17.791,14.8258,2046.69,1064.46,25.21,4.509,14.8258,922.7
45061,frame_45061.png,79.04,82.81,7.787,7.408,35.5819,26.6864,3061.26,1879.72,98.07,9.597,25.2039,1590.1
45091,frame_45091.png,23.2,14.16,5.198,4.213,11.8606,10.3781,1241.68,413.72,22.66,4.881,10.3781,378.52
45121,frame_45121.png,22.77,14.98,6.457,5.79,7.4129,5.9303,1029.62,249.45,25.57,7.139,7.4129,236.77
45151,frame_45151.png,17.85,9.17,5.368,4.879,8.8955,8.8955,1070.47,313.69,24.24,5.793,8.8955,292.3
45181,frame_45181.png,20.38,10.61,4.8,4.132,11.8606,10.3781,1166.22,369.86,17.48,5.26,10.3781,335.54
45211,frame_45211.png,45.74,35.81,6.929,5.973,19.2735,16.3084,2452.36,1251.19,61.58,7.513,17.791,1127.38
45241,frame_45241.png,31.96,18.55,5.019,4.166,17.791,14.8258,1938.59,898.84,37.63,5.557,14.8258,815.43
45271,frame_45271.png,26.85,13.74,4.478,4.051,19.2735,14.8258,1875.46,895.01,25.97,4.976,14.8258,806.79
45301,frame_45301.png,27.65,15.33,4.748,4.483,16.3084,13.3432,1658.1,748.68,35.72,6.122,13.3432,682.1
45331,frame_45331.png,31.31,23.48,4.013,3.119,20.7561,16.3084,2163.92,1194.26,23.61,3.236,16.3084,1121.09
45361,frame_45361.png,36.18,28.03,4.381,3.666,17.791,14.8258,1891.64,937.15,26.36,5.017,14.8258,807.31
45391,frame_45391.png,30.33,23.18,3.868,3.132,22.2387,17.791,2227.28,1243.55,24.05,3.055,17.791,1163.91
45421,frame_45421.png,43.48,34.22,4.305,3.469,16.3084,13.3432,2241.15,1282.53,28.61,3.42,13.3432,1214.85
45451,frame_45451.png,39.68,31.38,3.839,3.297,22.2387,17.791,2437.56,1438.72,37.13,3.301,17.791,1345.03
45481,frame_45481.png,39.29,31.68,3.881,3.41,22.2387,17.791,2423.68,1433.22,35.17,3.38,17.791,1338.57
45511,frame_45511.png,48.07,34.31,6.28,5.342,19.2735,16.3084,2627.94,1524.45,66.32,7.27,16.3084,1390.71
45541,frame_45541.png,45.1,32.49,6.231,5.511,20.7561,16.3084,2832.4,1604.39,47.04,6.494,16.3084,1440.81
45571,frame_45571.png,30.57,22.23,5.019,4.135,40.0297,31.1342,4136.13,2707.85,21.46,4.014,31.1342,2419.99
45601,frame_45601.png,36.52,29.58,4.841,3.787,34.0993,26.6864,3899.25,2526.06,28.76,3.898,26.6864,2375.07
45631,frame_45631.png,30.31,22.65,4.235,3.339,42.9948,32.6168,4212.08,2850.5,22.48,3.472,32.6168,2643.28
45661,frame_45661.png,30.52,23.86,4.385,3.867,40.0297,31.1342,4054.04,2706.29,21.65,3.648,31.1342,2421.77
45691,frame_45691.png,30.44,22.8,4.049,3.458,42.9948,32.6168,4396.66,3045.59,22.82,3.646,32.6168,2832.36
45721,frame_45721.png,44.14,35.71,4.198,3.557,34.0993,25.2039,3949.36,2709.39,33.92,3.632,25.2039,2544.61
45751,frame_45751.png,40.59,32.81,4.262,3.628,34.0993,25.2039,3961.42,2714.47,33.99,3.683,25.2039,2543.91
45781,frame_45781.png,51.58,41.42,6.013,5.18,22.2387,16.3084,2913.76,1757.39,51.84,5.802,16.3084,1544.45
45811,frame_45811.png,38.43,30.97,3.818,3.469,34.0993,25.2039,3801.72,2661.19,30.11,3.57,25.2039,2437.64
45841,frame_45841.png,38.48,31.44,4.112,3.793,34.0993,25.2039,3779.15,2613.86,31.28,3.976,25.2039,2425.92
45871,frame_45871.png,45.33,31.25,6.234,5.745,19.2735,14.8258,2617.79,1506.55,35.43,6.424,16.3084,1357.11
45901,frame_45901.png,39.33,30.63,4.357,4.081,29.6516,22.2387,3185.03,2114.89,28.0,5.099,22.2387,1866.7
45931,frame_45931.png,30.95,22.24,5.196,5.177,32.6168,25.2039,3163.57,1907.34,18.15,6.187,25.2039,1638.84
45961,frame_45961.png,38.32,29.58,5.182,4.304,32.6168,25.2039,3515.01,2199.86,27.91,4.499,25.2039,1995.93
45991,frame_45991.png,27.15,22.07,3.789,3.387,28.169,22.2387,2670.15,1563.74,22.45,3.374,22.2387,1454.67
46021,frame_46021.png,32.6,25.96,4.288,3.805,23.7213,19.2735,2563.69,1445.4,24.95,3.832,19.2735,1346.99
46051,frame_46051.png,31.32,24.57,4.005,3.708,26.6864,20.7561,2677.42,1540.98,24.33,3.713,20.7561,1455.84
46081,frame_46081.png,27.63,20.98,3.614,3.455,29.6516,23.7213,2781.47,1611.95,19.63,3.853,22.2387,1460.06
46111,frame_46111.png,31.98,24.79,4.096,3.68,25.2039,20.7561,2660.84,1520.93,24.61,3.731,20.7561,1443.17
46141,frame_46141.png,29.8,23.64,4.066,3.75,26.6864,20.7561,2757.03,1583.93,23.37,3.764,20.7561,1495.8
46171,frame_46171.png,31.13,24.86,4.045,3.658,25.2039,20.7561,2663.52,1548.53,24.1,3.589,20.7561,1461.07
46201,frame_46201.png,31.33,24.54,3.923,3.553,26.6864,20.7561,2710.71,1592.06,24.2,3.591,20.7561,1491.56
46231,frame_46231.png,30.15,23.88,3.974,3.526,26.6864,22.2387,2788.5,1644.46,22.95,3.595,20.7561,1523.66
46261,frame_46261.png,30.39,23.69,3.822,3.476,29.6516,23.7213,2988.12,1826.71,22.39,3.378,23.7213,1664.35
46291,frame_46291.png,31.83,22.47,4.931,4.108,20.7561,16.3084,2103.29,1049.56,23.81,3.888,16.3084,888.22
46321,frame_46321.png,35.83,28.81,4.422,4.123,22.2387,17.791,2577.66,1467.35,24.83,3.802,17.791,1271.35
46351,frame_46351.png,35.3,27.39,5.027,4.591,20.7561,17.791,2216.8,1151.54,21.85,5.613,16.3084,977.44
46381,frame_46381.png,31.47,23.4,4.239,3.508,28.169,22.2387,2924.26,1802.37,22.61,3.461,22.2387,1659.64
46411,frame_46411.png,40.37,33.9,5.354,4.899,26.6864,20.7561,2579.36,1423.61,62.7,7.178,20.7561,1276.13
46441,frame_46441.png,33.58,20.08,5.783,4.377,19.2735,16.3084,2110.37,1029.27,41.5,6.051,16.3084,929.03
46471,frame_46471.png,45.05,32.89,6.346,5.437,23.7213,19.2735,2797.77,1598.2,61.75,7.651,19.2735,1449.6
46501,frame_46501.png,50.05,39.95,5.672,5.335,28.169,22.2387,3240.62,1946.04,68.92,7.791,22.2387,1744.06
46531,frame_46531.png,43.91,31.94,5.871,5.326,23.7213,19.2735,2888.86,1641.25,61.32,7.233,19.2735,1497.42
46561,frame_46561.png,31.46,23.28,4.426,3.718,28.169,22.2387,2961.71,1826.23,21.29,3.661,22.2387,1708.35
46591,frame_46591.png,28.22,20.27,4.363,3.727,29.6516,23.7213,2996.61,1852.21,16.58,4.75,23.7213,1624.32
46621,frame_46621.png,29.72,21.05,4.022,3.664,31.1342,25.2039,3207.68,2046.98,20.01,3.612,25.2039,1914.81
